植物编号,经度（X),纬度（Y）,中文名,拉丁学名,科属,生活型,原产地,地理分布,类群,形态特征,生态习性,入侵危害特点,分布区域,出现次数
2,110.2812,29.0656,一年蓬,Erigeron annuus (L.) Pers.,菊科飞蓬草属,一年生草本,北美洲,东亚和北美间断分布,被子植物,上下部被硬毛，边缘具粗齿。基部叶长圆形或宽卵形，中部和上部叶长圆状披针形或披针形。头状花序排列成圆锥花序。,喜温暖湿润，也能耐寒、耐旱；适应能力极强，既能耐阴也能在全光照下生长，在阳光充足的地方会长得更加旺盛,繁殖系数大，扩散速度快，发生量大。是红蜘蛛的越冬寄主，而红蜘蛛是一种农田害虫，易引起作物病虫害。对其他物种具有化感作用，可抑制水稻等作物胚轴和根的生长。与本土植物争水、争肥、争夺生存空间，爆发扩散时往往形成单优种群，破坏原有生态系统，影响生物多样性。,大堰防护绿地、人民医院附属绿地、西站附属绿地、武陵山大道防护绿地、龙源华城附属绿地、张家界金海学校附属绿地、大庸桥公园绿地、荣盛华府附属绿地、大庸古城附属绿地、福天·中央公馆附属绿地、福天·中央公馆附属绿地、科技大道防护绿地、陈家溪桥防护绿地、仙人溪桥防护绿地、迎宾路防护绿地、官黎坪中学附属绿地、南庄坪街道办事处附属绿地,30
2,110.2817,29.0658,一年蓬,Erigeron annuus (L.) Pers.,菊科飞蓬草属,一年生草本,北美洲,东亚和北美间断分布,被子植物,上下部被硬毛，边缘具粗齿。基部叶长圆形或宽卵形，中部和上部叶长圆状披针形或披针形。头状花序排列成圆锥花序。,喜温暖湿润，也能耐寒、耐旱；适应能力极强，既能耐阴也能在全光照下生长，在阳光充足的地方会长得更加旺盛,繁殖系数大，扩散速度快，发生量大。是红蜘蛛的越冬寄主，而红蜘蛛是一种农田害虫，易引起作物病虫害。对其他物种具有化感作用，可抑制水稻等作物胚轴和根的生长。与本土植物争水、争肥、争夺生存空间，爆发扩散时往往形成单优种群，破坏原有生态系统，影响生物多样性。,大堰防护绿地、人民医院附属绿地、西站附属绿地、武陵山大道防护绿地、龙源华城附属绿地、张家界金海学校附属绿地、大庸桥公园绿地、荣盛华府附属绿地、大庸古城附属绿地、福天·中央公馆附属绿地、福天·中央公馆附属绿地、科技大道防护绿地、陈家溪桥防护绿地、仙人溪桥防护绿地、迎宾路防护绿地、官黎坪中学附属绿地、南庄坪街道办事处附属绿地,30
2,110.2814,29.0649,一年蓬,Erigeron annuus (L.) Pers.,菊科飞蓬草属,一年生草本,北美洲,东亚和北美间断分布,被子植物,上下部被硬毛，边缘具粗齿。基部叶长圆形或宽卵形，中部和上部叶长圆状披针形或披针形。头状花序排列成圆锥花序。,喜温暖湿润，也能耐寒、耐旱；适应能力极强，既能耐阴也能在全光照下生长，在阳光充足的地方会长得更加旺盛,繁殖系数大，扩散速度快，发生量大。是红蜘蛛的越冬寄主，而红蜘蛛是一种农田害虫，易引起作物病虫害。对其他物种具有化感作用，可抑制水稻等作物胚轴和根的生长。与本土植物争水、争肥、争夺生存空间，爆发扩散时往往形成单优种群，破坏原有生态系统，影响生物多样性。,大堰防护绿地、人民医院附属绿地、西站附属绿地、武陵山大道防护绿地、龙源华城附属绿地、张家界金海学校附属绿地、大庸桥公园绿地、荣盛华府附属绿地、大庸古城附属绿地、福天·中央公馆附属绿地、福天·中央公馆附属绿地、科技大道防护绿地、陈家溪桥防护绿地、仙人溪桥防护绿地、迎宾路防护绿地、官黎坪中学附属绿地、南庄坪街道办事处附属绿地,30
2,110.2757,29.0649,一年蓬,Erigeron annuus (L.) Pers.,菊科飞蓬草属,一年生草本,北美洲,东亚和北美间断分布,被子植物,上下部被硬毛，边缘具粗齿。基部叶长圆形或宽卵形，中部和上部叶长圆状披针形或披针形。头状花序排列成圆锥花序。,喜温暖湿润，也能耐寒、耐旱；适应能力极强，既能耐阴也能在全光照下生长，在阳光充足的地方会长得更加旺盛,繁殖系数大，扩散速度快，发生量大。是红蜘蛛的越冬寄主，而红蜘蛛是一种农田害虫，易引起作物病虫害。对其他物种具有化感作用，可抑制水稻等作物胚轴和根的生长。与本土植物争水、争肥、争夺生存空间，爆发扩散时往往形成单优种群，破坏原有生态系统，影响生物多样性。,大堰防护绿地、人民医院附属绿地、西站附属绿地、武陵山大道防护绿地、龙源华城附属绿地、张家界金海学校附属绿地、大庸桥公园绿地、荣盛华府附属绿地、大庸古城附属绿地、福天·中央公馆附属绿地、福天·中央公馆附属绿地、科技大道防护绿地、陈家溪桥防护绿地、仙人溪桥防护绿地、迎宾路防护绿地、官黎坪中学附属绿地、南庄坪街道办事处附属绿地,30
2,110.2747,29.0641,一年蓬,Erigeron annuus (L.) Pers.,菊科飞蓬草属,一年生草本,北美洲,东亚和北美间断分布,被子植物,上下部被硬毛，边缘具粗齿。基部叶长圆形或宽卵形，中部和上部叶长圆状披针形或披针形。头状花序排列成圆锥花序。,喜温暖湿润，也能耐寒、耐旱；适应能力极强，既能耐阴也能在全光照下生长，在阳光充足的地方会长得更加旺盛,繁殖系数大，扩散速度快，发生量大。是红蜘蛛的越冬寄主，而红蜘蛛是一种农田害虫，易引起作物病虫害。对其他物种具有化感作用，可抑制水稻等作物胚轴和根的生长。与本土植物争水、争肥、争夺生存空间，爆发扩散时往往形成单优种群，破坏原有生态系统，影响生物多样性。,大堰防护绿地、人民医院附属绿地、西站附属绿地、武陵山大道防护绿地、龙源华城附属绿地、张家界金海学校附属绿地、大庸桥公园绿地、荣盛华府附属绿地、大庸古城附属绿地、福天·中央公馆附属绿地、福天·中央公馆附属绿地、科技大道防护绿地、陈家溪桥防护绿地、仙人溪桥防护绿地、迎宾路防护绿地、官黎坪中学附属绿地、南庄坪街道办事处附属绿地,30
2,110.2744,29.0624,一年蓬,Erigeron annuus (L.) Pers.,菊科飞蓬草属,一年生草本,北美洲,东亚和北美间断分布,被子植物,上下部被硬毛，边缘具粗齿。基部叶长圆形或宽卵形，中部和上部叶长圆状披针形或披针形。头状花序排列成圆锥花序。,喜温暖湿润，也能耐寒、耐旱；适应能力极强，既能耐阴也能在全光照下生长，在阳光充足的地方会长得更加旺盛,繁殖系数大，扩散速度快，发生量大。是红蜘蛛的越冬寄主，而红蜘蛛是一种农田害虫，易引起作物病虫害。对其他物种具有化感作用，可抑制水稻等作物胚轴和根的生长。与本土植物争水、争肥、争夺生存空间，爆发扩散时往往形成单优种群，破坏原有生态系统，影响生物多样性。,大堰防护绿地、人民医院附属绿地、西站附属绿地、武陵山大道防护绿地、龙源华城附属绿地、张家界金海学校附属绿地、大庸桥公园绿地、荣盛华府附属绿地、大庸古城附属绿地、福天·中央公馆附属绿地、福天·中央公馆附属绿地、科技大道防护绿地、陈家溪桥防护绿地、仙人溪桥防护绿地、迎宾路防护绿地、官黎坪中学附属绿地、南庄坪街道办事处附属绿地,30
2,110.2743,29.0622,一年蓬,Erigeron annuus (L.) Pers.,菊科飞蓬草属,一年生草本,北美洲,东亚和北美间断分布,被子植物,上下部被硬毛，边缘具粗齿。基部叶长圆形或宽卵形，中部和上部叶长圆状披针形或披针形。头状花序排列成圆锥花序。,喜温暖湿润，也能耐寒、耐旱；适应能力极强，既能耐阴也能在全光照下生长，在阳光充足的地方会长得更加旺盛,繁殖系数大，扩散速度快，发生量大。是红蜘蛛的越冬寄主，而红蜘蛛是一种农田害虫，易引起作物病虫害。对其他物种具有化感作用，可抑制水稻等作物胚轴和根的生长。与本土植物争水、争肥、争夺生存空间，爆发扩散时往往形成单优种群，破坏原有生态系统，影响生物多样性。,大堰防护绿地、人民医院附属绿地、西站附属绿地、武陵山大道防护绿地、龙源华城附属绿地、张家界金海学校附属绿地、大庸桥公园绿地、荣盛华府附属绿地、大庸古城附属绿地、福天·中央公馆附属绿地、福天·中央公馆附属绿地、科技大道防护绿地、陈家溪桥防护绿地、仙人溪桥防护绿地、迎宾路防护绿地、官黎坪中学附属绿地、南庄坪街道办事处附属绿地,30
2,110.33,29.0751,一年蓬,Erigeron annuus (L.) Pers.,菊科飞蓬草属,一年生草本,北美洲,东亚和北美间断分布,被子植物,上下部被硬毛，边缘具粗齿。基部叶长圆形或宽卵形，中部和上部叶长圆状披针形或披针形。头状花序排列成圆锥花序。,喜温暖湿润，也能耐寒、耐旱；适应能力极强，既能耐阴也能在全光照下生长，在阳光充足的地方会长得更加旺盛,繁殖系数大，扩散速度快，发生量大。是红蜘蛛的越冬寄主，而红蜘蛛是一种农田害虫，易引起作物病虫害。对其他物种具有化感作用，可抑制水稻等作物胚轴和根的生长。与本土植物争水、争肥、争夺生存空间，爆发扩散时往往形成单优种群，破坏原有生态系统，影响生物多样性。,大堰防护绿地、人民医院附属绿地、西站附属绿地、武陵山大道防护绿地、龙源华城附属绿地、张家界金海学校附属绿地、大庸桥公园绿地、荣盛华府附属绿地、大庸古城附属绿地、福天·中央公馆附属绿地、福天·中央公馆附属绿地、科技大道防护绿地、陈家溪桥防护绿地、仙人溪桥防护绿地、迎宾路防护绿地、官黎坪中学附属绿地、南庄坪街道办事处附属绿地,30
2,110.33,29.0751,一年蓬,Erigeron annuus (L.) Pers.,菊科飞蓬草属,一年生草本,北美洲,东亚和北美间断分布,被子植物,上下部被硬毛，边缘具粗齿。基部叶长圆形或宽卵形，中部和上部叶长圆状披针形或披针形。头状花序排列成圆锥花序。,喜温暖湿润，也能耐寒、耐旱；适应能力极强，既能耐阴也能在全光照下生长，在阳光充足的地方会长得更加旺盛,繁殖系数大，扩散速度快，发生量大。是红蜘蛛的越冬寄主，而红蜘蛛是一种农田害虫，易引起作物病虫害。对其他物种具有化感作用，可抑制水稻等作物胚轴和根的生长。与本土植物争水、争肥、争夺生存空间，爆发扩散时往往形成单优种群，破坏原有生态系统，影响生物多样性。,大堰防护绿地、人民医院附属绿地、西站附属绿地、武陵山大道防护绿地、龙源华城附属绿地、张家界金海学校附属绿地、大庸桥公园绿地、荣盛华府附属绿地、大庸古城附属绿地、福天·中央公馆附属绿地、福天·中央公馆附属绿地、科技大道防护绿地、陈家溪桥防护绿地、仙人溪桥防护绿地、迎宾路防护绿地、官黎坪中学附属绿地、南庄坪街道办事处附属绿地,30
2,110.3304,29.075,一年蓬,Erigeron annuus (L.) Pers.,菊科飞蓬草属,一年生草本,北美洲,东亚和北美间断分布,被子植物,上下部被硬毛，边缘具粗齿。基部叶长圆形或宽卵形，中部和上部叶长圆状披针形或披针形。头状花序排列成圆锥花序。,喜温暖湿润，也能耐寒、耐旱；适应能力极强，既能耐阴也能在全光照下生长，在阳光充足的地方会长得更加旺盛,繁殖系数大，扩散速度快，发生量大。是红蜘蛛的越冬寄主，而红蜘蛛是一种农田害虫，易引起作物病虫害。对其他物种具有化感作用，可抑制水稻等作物胚轴和根的生长。与本土植物争水、争肥、争夺生存空间，爆发扩散时往往形成单优种群，破坏原有生态系统，影响生物多样性。,大堰防护绿地、人民医院附属绿地、西站附属绿地、武陵山大道防护绿地、龙源华城附属绿地、张家界金海学校附属绿地、大庸桥公园绿地、荣盛华府附属绿地、大庸古城附属绿地、福天·中央公馆附属绿地、福天·中央公馆附属绿地、科技大道防护绿地、陈家溪桥防护绿地、仙人溪桥防护绿地、迎宾路防护绿地、官黎坪中学附属绿地、南庄坪街道办事处附属绿地,30
